Unnamed: 0,author,comment,published_at,cleaned_comment,sentiment,emotion,hate_speech,irony
616,@AllAboutHollywoodStar1,"This man is crazy, I think he will soon go to Mars to shoot new videos, I will wait)",2024-09-16T17:30:48Z,man crazy think soon go mar shoot new video wait,NEU,others,[],not ironic
617,@denisedawkins7227,I can’t eat because I’m allergic to nuts and stuff your stuff have nuts in it😅😅😅😅😅😅😅 10:14,2024-09-16T17:30:44Z,cant eat im allergic nut stuff stuff nut,NEG,others,[],not ironic
619,@ЕвгенийГончаров-с9п,Мистер Beast шоколад очень вкусный,2024-09-16T17:13:20Z,beast,NEU,others,[],ironic
621,@Sreedipsarkar971,$1 camera man 🆚 $100000000  camera man,2024-09-16T16:37:57Z,camera man camera man,NEU,others,[],ironic
622,@soumilyadav5600,Sup man,2024-09-16T15:54:47Z,sup man,NEU,others,[],not ironic
623,@dinmohammadtahsin2009,Always live new experiences...jimmy,2024-09-16T15:52:59Z,always live new experiencesjimmy,POS,joy,[],ironic
626,@pxyte,If you can doo then do in the world biggest mountain in Nepal mt everest,2024-09-16T15:29:20Z,doo world biggest mountain nepal mt everest,NEU,others,[],not ironic
627,@Ksenia_Nemo-Vern,"I bought this toy!!! I didn't know they were in Germany, I was pleasantly surprised",2024-09-16T15:22:00Z,bought toy didnt know germany pleasantly surprised,POS,surprise,[],not ironic
628,@luziacontin2562,Ele pressisa parar de arriscar a vida,2024-09-16T15:20:33Z,ele pressisa parar de arriscar vida,NEU,others,[],not ironic
629,@BrettJunior,Its now time to do challenge for moon😢😢😢😢,2024-09-16T14:39:31Z,time challenge moon,NEU,others,[],not ironic
630,@Universalvibe-m5t,Thanks for 500 subcribers,2024-09-16T14:32:58Z,thanks subcribers,POS,joy,[],ironic
631,@shantiPoudel-j3l,Mister best I am from Nepal please come to my home,2024-09-16T14:21:59Z,mister best nepal please come home,POS,others,[],ironic
632,@yourlocalfusionwolf,"Ello Jimmy, love ya chocolate.
Cheers from Australia!",2024-09-16T14:13:37Z,ello jimmy love ya chocolate cheer australia,POS,joy,[],not ironic
634,@ytchhetrivlog2694,Big fan sir from Nepal,2024-09-16T13:34:29Z,big fan sir nepal,POS,others,[],ironic
635,@mayamalherbe,That cliff jump was not 30 ft,2024-09-16T13:07:55Z,cliff jump ft,NEU,others,[],not ironic
636,@AlitaNisa-y5f,100rb itu absen❤,2024-09-16T13:00:40Z,rb itu absen,NEU,others,[],not ironic
637,@symphonyi8540,I am your random subscriber in Bangladesh,2024-09-16T12:49:46Z,random subscriber bangladesh,NEU,others,[],ironic
638,@symphonyi8540,I am your biggest friend,2024-09-16T12:48:35Z,biggest friend,POS,others,[],ironic
640,@sawonking-c3n,Mr. Beast will gift me an iphone 15 I am very poor😢😢😢,2024-09-16T12:29:11Z,mr beast gift iphone poor,NEG,others,[],not ironic
641,@cuppaclipsdaily,Great to see Mack,2024-09-16T12:12:40Z,great see mack,POS,joy,[],ironic
642,@hakdogmani6725,Im a freshmen BSIT and sadly i dont have a device to start practicing programming i hope mr beast can help me buy a laptop😢,2024-09-16T12:02:35Z,im freshman bsit sadly dont device start practicing programming hope mr beast help buy laptop,NEG,others,[],not ironic
643,@YusefAbaza-n6e,Mr. Peace I would like to take my challenges with you in videos please,2024-09-16T11:55:31Z,mr peace would like take challenge video please,NEU,others,[],not ironic
644,@siswoboys7791,12:18 WATER MLG,2024-09-16T11:40:50Z,water mlg,NEU,others,[],not ironic
645,@Gamera-brachio,Mrbeast 👍👍👍👍,2024-09-16T11:38:16Z,mrbeast,NEU,others,[],not ironic
646,@camilacristal2919,I want to participate in your videos,2024-09-16T11:06:00Z,want participate video,NEU,others,[],not ironic
647,@afifaafsheenmaryam484,আমি আপনার (big fan)  সাবসক্রাইবার।,2024-09-16T10:48:47Z,big fan,POS,others,[],ironic
648,@afifaafsheenmaryam484,"Mr beast আমি একজন বাংলাদেশি ।       
 আমাকে একটি  বাড়ি ও একটি  গাড়ি দান         
করুন। আপনার মন খুব ভালো।   (thankyo)         ashraful 
Bangladesh : Dhaka, rampura.",2024-09-16T10:45:21Z,mr beast thankyo ashraful bangladesh dhaka rampura,NEU,others,[],not ironic
649,@RehanSiddiqui,Very good one God bless you,2024-09-16T10:44:42Z,good one god bless,POS,joy,[],ironic
650,@joshuallamedo3809,Maybe mrbeast does a squid game in roblox,2024-09-16T10:29:51Z,maybe mrbeast squid game roblox,NEU,others,[],not ironic
651,@seancordova2507,Taths incredible,2024-09-16T10:14:15Z,taths incredible,POS,joy,[],ironic
652,@AbdulaButtButt,IloveMrBeast😂😂😊😊😊😊,2024-09-16T10:02:22Z,ilovemrbeast,POS,joy,[],ironic
653,@sumongazi-g7r,Pls called Bangladesh people to your show and then lucky man choic to me🎉,2024-09-16T09:30:49Z,pls called bangladesh people show lucky man choic,POS,others,[],ironic
654,@Genghiz1182,4:18 making a campfire in a cave is a very bad idea it can cause the entire cave to collapse,2024-09-16T09:17:46Z,making campfire cave bad idea cause entire cave collapse,NEG,others,[],not ironic
655,@izhmmcikk,"Mr beast I really like your video I watch your videos every day but over time my cellphone starts to break. Will I get the Samsung S24 giveaway? so I can still watch your videos, thank you, Mr Beast",2024-09-16T08:48:42Z,mr beast really like video watch video every day time cellphone start break get samsung giveaway still watch video thank mr beast,POS,joy,[],not ironic
656,@dycrafts-oy4jc,"Good and strange forever, brother",2024-09-16T08:42:48Z,good strange forever brother,NEU,others,[],ironic
657,@TadeleTerefe-q5y,Survive 7 day's in the middle of a desert,2024-09-16T08:22:24Z,survive day middle desert,NEU,others,[],not ironic
659,@LuizYankeeDevonLuizReyes,Is your Camera Waterproof?,2024-09-16T08:18:57Z,camera waterproof,NEU,others,[],ironic
660,@kabitaadhikari6003,I watched two times i.e. amazing,2024-09-16T07:43:51Z,watched two time ie amazing,POS,joy,[],not ironic
661,@VedarTake777,391 subscribe complete  thanks for all Friends,2024-09-16T07:37:16Z,subscribe complete thanks friend,POS,joy,[],ironic
662,@АртемМаркони,"Mister Beast. rent a whole stadium, fill it with hamsters or cacti that repeat a person’s voice and ask a good singer to sing queen, uh, yo. If you like my idea, please send thousands of dollars to my mother for the operation. You're cool, good luck.",2024-09-16T07:19:35Z,mister beast rent whole stadium fill hamster cactus repeat person voice ask good singer sing queen uh yo like idea please send thousand dollar mother operation youre cool good luck,POS,others,[],ironic
663,@KolponaakterKolpona-qf7tl,Mrbeast please give me 10k dollar 💵😂😂😂,2024-09-16T06:31:44Z,mrbeast please give k dollar,NEU,others,[],not ironic
664,@alanasyamissa,i cant find the toy in indonesia,2024-09-16T04:55:33Z,cant find toy indonesia,NEG,others,[],not ironic
665,@johnmicheal-o9l,"role model of all youtubers over the world, stay save man",2024-09-16T04:41:31Z,role model youtubers world stay save man,POS,joy,[],not ironic
666,@Electro-F70PX,Mr beast rizz Mr beast 🤑🤑🤑,2024-09-16T04:10:07Z,mr beast rizz mr beast,NEU,others,[],not ironic
667,@benymilongo3,C’est vraiment dingue mec😮,2024-09-16T03:44:39Z,cest vraiment dingue mec,NEU,others,[],not ironic
668,@davidandresuppo7761,I enjoyed this video. For real. Nice job!,2024-09-16T03:31:54Z,enjoyed video real nice job,POS,joy,[],ironic
670,@brutodiversoes,Mr Beast Muito melhor que Cr7,2024-09-16T03:11:49Z,mr beast muito melhor que cr,NEU,others,[],not ironic
671,@tancaominh68,"In the near future, I hope your group can go to “Son Doong Cave (the world’s largest cave) in Vietnam” and other famous places in Vietnam to experience. I am sure you will have the most wonderful experience of the landscape, culture and hospitality that Vietnamese people have for international tourists (especially your group). I and 100 million Vietnamese people will support and wait to welcome you to Vietnam.",2024-09-16T03:11:41Z,near future hope group go son doong cave world largest cave vietnam famous place vietnam experience sure wonderful experience landscape culture hospitality vietnamese people international tourist especially group million vietnamese people support wait welcome vietnam,POS,others,[],not ironic
672,@RicoMccleese23,Fun fact Mack is allergic to festables so when they were eating smores he was eating marshmallows,2024-09-16T03:11:02Z,fun fact mack allergic festables eating smores eating marshmallow,NEU,others,[],ironic
673,@mohammedmahmood2678,My dad just got me feast stables,2024-09-16T02:52:16Z,dad got feast stable,NEU,others,[],ironic
674,@elisaayuares2799,Ere en mejor YouTube de mundo,2024-09-16T02:33:58Z,ere en mejor youtube de mundo,NEU,others,[],not ironic
675,@Rizmex,Itu benar-benar gila banget,2024-09-16T02:28:20Z,itu benarbenar gila banget,NEU,others,[],not ironic
676,@orimaschneider6555,His awesome 😊,2024-09-16T02:19:25Z,awesome,POS,joy,[],ironic
677,@Athena-m1r,"First one to finish there food wins and gets 20,0000 dollars and a tesla",2024-09-16T02:03:43Z,first one finish food win get dollar tesla,POS,others,[],not ironic
678,@RavidKauan-j8e,Cara você é  o melhor,2024-09-16T02:01:09Z,cara voce e melhor,NEU,others,[],not ironic
679,@junioessononguema964,I like you Mr Beast❤ and I love all your videos.,2024-09-16T01:55:53Z,like mr beast love video,NEU,others,[],not ironic
680,@user-yn9kd7np2q,mr beast this might be a werid question but could you make festables in a diffrent factorie as the nut one please and thank u,2024-09-16T01:22:44Z,mr beast might werid question could make festables diffrent factorie nut one please thank u,NEU,others,[],not ironic
681,@antoniomarcossantos7569,Vem ao Brasil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2024-09-16T00:59:23Z,vem ao brasil,NEU,others,[],not ironic
682,@Alexander-yy5lt,Soy pobre 😢,2024-09-16T00:47:17Z,soy pobre,NEU,others,[],not ironic
683,@Alexander-yy5lt,Soy pobre😢,2024-09-16T00:46:37Z,soy pobre,NEU,others,[],not ironic
684,@EmilyPriddle,In an abandoned haunted mansion😮😮😮,2024-09-16T00:38:19Z,abandoned haunted mansion,NEU,others,[],not ironic
685,@SatioSurya,Coba saja seratus hari,2024-09-16T00:10:52Z,coba saja seratus hari,NEU,others,[],not ironic
686,@evadabrowski7238,You are so crazy,2024-09-15T23:53:34Z,crazy,NEU,others,[],not ironic
688,@MartinHanrahan-t7k,Please put me in a challenge,2024-09-15T23:32:35Z,please put challenge,NEU,others,[],not ironic
689,@SliME-Dope,Jimmy's grandkids will be set for life with stories,2024-09-15T23:07:56Z,jimmy grandkids set life story,NEU,others,[],ironic
690,@RitaNewYork,Can I buy your pet toy in target? 😅,2024-09-15T23:05:41Z,buy pet toy target,NEU,others,[],not ironic
691,@Fefe-ye8kb,O Mister Beast eu quero fazer parte do desafio de 1 a 100 anos,2024-09-15T23:02:26Z,mister beast eu quero fazer parte desafio de ano,NEU,others,[],not ironic
692,@DuckWithLuck-sd1sq,Why Mr.beast always start spitting some emotional stuff at the end of his videos. 😢 16:25,2024-09-15T22:43:44Z,mrbeast always start spitting emotional stuff end video,NEU,others,[],not ironic
693,@lobeznolobo3356,El camarógrafo: 😃👍,2024-09-15T22:42:14Z,el camarografo,NEU,others,[],ironic
694,@Bobby6969-us9fr,Kalian kerennnn sih💪🏼🔥🔥,2024-09-15T22:32:08Z,kalian kerennnn sih,NEU,others,[],not ironic
695,@ManualidadesSHADEYR911,"Hello, Mister Beast, I know you help other people. But I ask for your help to be able to buy a little house. I lost my job and my craft business is not enough for me. We are in a bad situation where I live.",2024-09-15T22:20:12Z,hello mister beast know help people ask help able buy little house lost job craft business enough bad situation live,NEG,others,[],not ironic
697,@MynameMostexp,Nice cave😊,2024-09-15T21:28:34Z,nice cave,POS,others,[],ironic
698,@Alex_andros6,IT'S AMAZING !!! Thank you very much ! CONGRATULATIONS !!!🙏🏻🕊️❤️😍😍🤩🥰💪💪💪💪💪👍👌👌👌👌👍👍👍,2024-09-15T21:27:33Z,amazing thank much congratulation,POS,joy,[],ironic
699,@NieceyyPoohh,you should buy out everything in one of the sam’s clubs near you for the next vid🔥😮‍💨,2024-09-15T21:19:28Z,buy everything one sam club near next vid,NEU,others,[],not ironic
700,@shayannasiri-g7v,Best 👌🏾👁️,2024-09-15T21:13:15Z,best,POS,others,[],ironic
701,@andrewnunez-hi9on,cr7 is gana beat mr beast,2024-09-15T20:15:22Z,cr gana beat mr beast,NEU,others,[],not ironic
702,@ElijahHarris-hq2ru,Very good❤,2024-09-15T20:00:46Z,good,POS,others,[],ironic
703,@josefinadeoleonunez9342,Mr Bean te quiero conocer pero ven cuando tú sepas hablar español🎉😂❤,2024-09-15T19:48:15Z,mr bean te quiero conocer pero ven cuando tu sepas hablar espanol,NEU,others,[],not ironic
704,@smokeythebear42o,Is Mack apart of the crew now ?,2024-09-15T19:42:59Z,mack apart crew,NEU,others,[],not ironic
705,@jamarrgarcia8094,Can mack be apart of the crew?😢👉👈,2024-09-15T19:41:49Z,mack apart crew,NEU,others,[],not ironic
706,@LilithCarrascoHuincache,Jimmy no se hablar ingles puede s hablar en español porfa😢❤❤❤❤🎉,2024-09-15T19:39:54Z,jimmy se hablar ingles puede hablar en espanol porfa,NEU,others,[],not ironic
707,@eunyoungkim1274,OMG!!😂😂,2024-09-15T18:32:10Z,omg,NEU,surprise,[],not ironic
708,@SinBinned,Waitomo Caves NZ ❤,2024-09-15T18:28:20Z,waitomo cave nz,NEU,others,[],not ironic
709,@krogue_Cheetos_dog,It’s a good thing I watched this after another one came out I thought u where going to die jimmy😂😂😢,2024-09-15T18:26:00Z,good thing watched another one came thought u going die jimmy,NEU,others,[],ironic
710,@veronicadossantos4856,É muita adrenalina 😅,2024-09-15T18:22:09Z,e muita adrenalina,NEU,others,[],not ironic
711,@URcrictenio,Hi Mr beast can you give me 50 thousand dollars for study,2024-09-15T18:02:29Z,hi mr beast give thousand dollar study,NEU,others,[],ironic
712,@thepopcornmusic.,Make a new video with drawing who make good drawings plzzz,2024-09-15T18:01:59Z,make new video drawing make good drawing plzzz,POS,others,[],not ironic
713,@AfiSevor,"Jimmy tu est résistant,moi je ne pourrais pas survivre dans cette grotte",2024-09-15T17:47:04Z,jimmy tu est resistantmoi je ne pourrais pa survivre dans cette grotte,NEU,others,[],not ironic
714,@pbugboy4217,Hello mr beast❤,2024-09-15T17:40:12Z,hello mr beast,NEU,others,[],ironic
715,@Oyo-o123,1000 subscribe 😭,2024-09-15T17:36:58Z,subscribe,NEU,others,[],not ironic
716,@Rounakgaming_OP,You are the best Jimmy,2024-09-15T17:20:53Z,best jimmy,POS,joy,[],ironic
717,@Daryan-q7w,Joel for real said that there are sharp rocks under the water and you cant see them so WA5TCH your step. LOL 🤣,2024-09-15T17:19:24Z,joel real said sharp rock water cant see watch step lol,NEU,others,[],not ironic
718,@Daryan-q7w,Joel for real said that there are sharp rocks under the water and you cant see them so WATCH your step. LOL 🤣,2024-09-15T17:15:24Z,joel real said sharp rock water cant see watch step lol,NEU,others,[],not ironic
719,@casheysturdivant,"dear Mr. beast, I am currently at 12:39 in your newish video and I just got jump scared by spiders. I have arachnophobia thank you! For the wonderful mini heart attack.",2024-09-15T16:59:30Z,dear mr beast currently newish video got jump scared spider arachnophobia thank wonderful mini heart attack,NEU,others,[],ironic
720,@codewithlahri5933,I want to meet you MrBeast,2024-09-15T16:54:39Z,want meet mrbeast,NEU,others,[],not ironic
721,@localboysbongaigaon3908,Love from India( Assam)❤❤,2024-09-15T16:47:08Z,love india assam,POS,joy,[],ironic
722,@babuldas-dr2su,Love from Assam,2024-09-15T16:46:37Z,love assam,POS,joy,[],ironic
723,@HuseynAgazad-qo2ij,Hi MRBEAST love you,2024-09-15T16:26:21Z,hi mrbeast love,POS,others,[],ironic
724,@Katunblog555,Wow MrBeast got Whole new crew,2024-09-15T16:25:07Z,wow mrbeast got whole new crew,NEU,others,[],ironic
725,@MM-ef1vn,I started eating my feastables at 10:00,2024-09-15T16:19:11Z,started eating feastables,NEU,others,[],not ironic
726,@TODDYZINHO950,Mr beast I challenge you to make a video surviving in the savannah for 7 days,2024-09-15T16:16:21Z,mr beast challenge make video surviving savannah day,NEU,others,[],not ironic
727,@FrancisVillanueva-f8l,Soy yo pero con otra cuenta quiero aparecer en tus vídeos,2024-09-15T16:10:49Z,soy yo pero con otra cuenta quiero aparecer en tus video,NEU,others,[],not ironic
728,@shifupubgm11,"Hi Mr. beiste, I'm your fan, I want to participate in your videos, this is my dream. I'm from Uzbekistan myself. You shoot videos only with Americans. Please do it with foreign ones too.",2024-09-15T16:03:41Z,hi mr beiste im fan want participate video dream im uzbekistan shoot video american please foreign one,NEU,others,[],not ironic
729,@YOGESHKUMAR-n4p,"Sir, please come to Bihar once, we are welcoming you",2024-09-15T15:54:41Z,sir please come bihar welcoming,POS,others,[],not ironic
730,@AngelynaEdithCastilloFlores,Master beast please help Peru I ask you with all my heart that all the animals of Peru are burning please I beg you because all the animals of Latin America are spreading like Brazil and Colombia and Ecuador and Chile and Bolivia and the one that is suffering the most is Peru please help you are the only one who can save the animals please please please,2024-09-15T15:53:34Z,master beast please help peru ask heart animal peru burning please beg animal latin america spreading like brazil colombia ecuador chile bolivia one suffering peru please help one save animal please please please,NEU,others,[],not ironic
732,@KristieBurt,Petting wolves😂😂❤ I think you'll be okay,2024-09-15T15:21:51Z,petting wolf think youll okay,NEU,others,[],not ironic
733,@LEJEQQ30,Tnx for 2k subs,2024-09-15T14:56:48Z,tnx k sub,NEU,others,[],ironic
734,@osdulyslopez477,"Hello Mr Beast, please go to Thailand and help all those little animals that are sold illegally, most of them have psychological problems and damage that will last if we do not treat them in time, many people who love animals and veterinarians would greatly appreciate it. , do it. for us and those innocent little animals. With Frank's help, he can help you a lot on how to handle things and save those animals <3",2024-09-15T14:48:53Z,hello mr beast please go thailand help little animal sold illegally psychological problem damage last treat time many people love animal veterinarian would greatly appreciate u innocent little animal frank help help lot handle thing save animal,POS,others,[],not ironic
736,@Someone_4545,"How did u guys sleep 
I didn’t 😂😂😂 

Btw Jimmy we want ur chocolate bar here in Iraq",2024-09-15T14:37:53Z,u guy sleep didnt btw jimmy want ur chocolate bar iraq,NEU,others,[],ironic
737,@skittleseer1,"Who was eating a Mrbeast Feastable while watching this video.
👇🏻",2024-09-15T14:33:29Z,eating mrbeast feastable watching video,NEU,others,[],not ironic
738,@Palligramtvactive,Hi mr.beast. I live in Bangladesh 🇧🇩. Your vedios very  much. I have subscribed all your YouTube channels keep growing your YouTube channel,2024-09-15T14:32:13Z,hi mrbeast live bangladesh vedios much subscribed youtube channel keep growing youtube channel,POS,joy,[],not ironic
739,@UmaKcsinghthakuri,Mr beast please send feastabls,2024-09-15T14:30:54Z,mr beast please send feastabls,NEU,others,[],not ironic
740,@Ahmad_isRoyal,NARUTOの声！好きだよ、すごくいい,2024-09-15T14:29:52Z,naruto,NEU,others,[],not ironic
741,@SunnySlays101,since when did mrbeast post minecraft in his main??,2024-09-15T14:23:20Z,since mrbeast post minecraft main,NEU,others,[],ironic
743,@KieranfrenchWills,I have played Mr beast chocolate and it's amazing,2024-09-15T14:10:36Z,played mr beast chocolate amazing,POS,joy,[],not ironic
744,@SUNDRAM-r5c,Humko Khali ek kis chahie subscriber 1k,2024-09-15T14:03:59Z,humko khali ek ki chahie subscriber k,NEU,others,[],not ironic
745,@SUNDRAM-r5c,Video bahut achcha hai subscribe kar do,2024-09-15T14:03:30Z,video bahut achcha hai subscribe kar,NEU,others,[],not ironic
746,@Nour-em7mb,This video just showed me the love i have for caves and how bad i want to be in one it just seems so unreal and beautiful,2024-09-15T14:02:11Z,video showed love cave bad want one seems unreal beautiful,POS,joy,[],not ironic
747,@Xtreamduo-p4m,The base camp is what my mom makes me sleep in,2024-09-15T13:57:40Z,base camp mom make sleep,NEU,others,[],not ironic
748,@vansuntv,Ước gì kênh tôi được nhiều người biết đến như bạn 🎉,2024-09-15T13:21:57Z,uoc gi kenh toi uoc nhieu nguoi biet en nhu ban,NEU,others,[],not ironic
749,@luckyyadavv_,It's so dangerous 😮😮😮,2024-09-15T13:16:08Z,dangerous,NEG,others,[],not ironic
750,@JaydenChuaYeeKiatJurongss,Pls stay safe out there Mr beast🎉❤,2024-09-15T13:07:31Z,pls stay safe mr beast,POS,others,[],not ironic
752,@MeiadHaseli,I'm good mrbest❤,2024-09-15T12:34:40Z,im good mrbest,POS,others,[],not ironic
753,@eylenrosh6458,This was so scary. Like a bunch of phobias combined.,2024-09-15T12:23:57Z,scary like bunch phobia combined,NEG,fear,[],not ironic
754,@NicoleStorey-pd1bv,I love GEOMETRY,2024-09-15T12:20:59Z,love geometry,POS,joy,[],ironic
755,@vidahashimi4136,"Hi mr beast how are you doing,  this is Tayeb from Kabul  Afghanistan and I'm your fan I saw your videos and I like these videos and I want to see you face to face and I want you you are invite me to your program though I haven't visa to came USA but if you want😢 you can do this for me thank you so much your big fan Tayeb from Kabul Afghanistan❤❤❤",2024-09-15T11:55:22Z,hi mr beast tayeb kabul afghanistan im fan saw video like video want see face face want invite program though havent visa came usa want thank much big fan tayeb kabul afghanistan,POS,others,[],not ironic
756,@MEHEDIHasan-q7k,Bangla voice impossible😮,2024-09-15T11:50:18Z,bangla voice impossible,NEG,others,[],not ironic
757,@sanojapadukka9463,Hello Jimmy..aka mrbeast i am a hugeee fan and hv never tried feastavles in my life......😢😢😢,2024-09-15T11:49:54Z,hello jimmyaka mrbeast hugeee fan hv never tried feastavles life,NEU,others,[],not ironic
758,@vanhactran961,Giống ơ VN ❤,2024-09-15T11:49:44Z,giong vn,NEU,others,[],not ironic
759,@Muhdhafa002,Berbahaya baget😅,2024-09-15T11:46:51Z,berbahaya baget,NEU,others,[],ironic
760,@YeneworkTadem,I WANT THE BIGGEST FEATIBELS IN THE WORLD. NOW!,2024-09-15T11:33:34Z,want biggest featibels world,POS,others,[],not ironic
761,@Sycomirza786,YOUR ARE THE BEST YOUTUBER,2024-09-15T11:30:58Z,best youtuber,POS,joy,[],ironic
763,@RyanTumusiime-g2k,Mr. Beast nice rhyme,2024-09-15T10:57:28Z,mr beast nice rhyme,POS,others,[],ironic
764,@AlyEgan,Survivor 100 days out remote Island,2024-09-15T10:36:35Z,survivor day remote island,NEU,others,[],not ironic
765,@maryannesulumba3740,Make red velvet and amore feastables flavours,2024-09-15T10:09:47Z,make red velvet amore feastables flavour,NEU,others,[],not ironic
766,@hydrant_vr,karl should audition to voice act morty 😂,2024-09-15T09:41:06Z,karl audition voice act morty,NEU,others,[],not ironic
767,@DESTINOMARC,"It's nothing to ME I can survive three days, feel eat Mr Beast I CAN BEAT THIS CHALLENGE",2024-09-15T08:23:54Z,nothing survive three day feel eat mr beast beat challenge,NEG,others,[],ironic
768,@GekaZyl,Family video,2024-09-15T08:21:11Z,family video,NEU,others,[],ironic
769,@NanaNana-r1j,j'adore vous êtes incroyable,2024-09-15T07:58:49Z,jadore vous etes incroyable,NEU,others,[],not ironic
771,@Prosto_may65,Обожаю MrBeast обожаю и люблю ❤,2024-09-15T07:44:02Z,mrbeast,NEU,others,[],not ironic
772,@YTeditizim,10:44 yesss,2024-09-15T07:44:02Z,yesss,POS,others,[],not ironic
773,@Scorch_Atelier,But uis drone is 1000 times expensive than my hair dryer,2024-09-15T07:40:39Z,uis drone time expensive hair dryer,NEG,others,[],not ironic
774,@DurgaRdevi,next survival challenge spending 7 days on top of a mountain,2024-09-15T07:32:12Z,next survival challenge spending day top mountain,NEU,others,[],not ironic
776,@factVideo1s,i love mrbeast,2024-09-15T07:16:50Z,love mrbeast,POS,joy,[],ironic
777,@Zizi-jam,Jimmys cameraman is the most bravest person in the world .,2024-09-15T07:07:45Z,jimmy cameraman bravest person world,POS,others,[],not ironic
778,@NeilbenedictLuces,Stay in a house for 24 hours,2024-09-15T07:07:22Z,stay house hour,NEU,others,[],not ironic
779,@deependrakumar9126,Mr beast help me 100000 dollars,2024-09-15T06:33:07Z,mr beast help dollar,NEU,others,[],not ironic
782,@alexsyahrian5238,Aku dari Indonesia,2024-09-15T06:01:57Z,aku dari indonesia,NEU,others,[],not ironic
783,@UsmsnKwt-sy4wn,"Hay Jimmy l love your all videos and l proud of you mr. beast,, are you the Best YouTube are evere l like that 💜💜💜💜💜😇😇😇😇",2024-09-15T05:55:50Z,hay jimmy l love video l proud mr beast best youtube evere l like,POS,joy,[],not ironic
784,@vak6792,Mr beast 🎉🎉,2024-09-15T05:47:05Z,mr beast,NEU,others,[],ironic
785,@SroushShadab,cr7 is god,2024-09-15T05:43:58Z,cr god,NEU,others,[],not ironic
786,@apobangpo_07.,Such an amazing yet absolutely dangerous video concept only Mrbeast can do it hats off man,2024-09-15T05:13:22Z,amazing yet absolutely dangerous video concept mrbeast hat man,NEU,others,[],ironic
787,@judithsalazar1108,Please let me on your next video I want to be in the next video please please please let me in the next video,2024-09-15T04:58:14Z,please let next video want next video please please please let next video,NEU,others,[],not ironic
788,@KoyumDilan,"Halow saya dari Indonesia, semoga aja saya dapat hadiah buat bahagian kan keluarga saya 🤲🤲",2024-09-15T04:55:06Z,halow saya dari indonesia semoga aja saya dapat hadiah buat bahagian kan keluarga saya,NEU,others,[],not ironic
789,@MdSheikhSaadi-z9i,I am form Bangladesh,2024-09-15T04:29:21Z,form bangladesh,NEU,others,[],not ironic
790,@roushankumarsoni9565,Mr beats ❤I love you,2024-09-15T03:58:27Z,mr beat love,NEU,others,[],not ironic
791,@trungle7153,please help the people of vietnam . the evil yagi is too cruel . a huge storm has hit vietnam,2024-09-15T03:38:46Z,please help people vietnam evil yagi cruel huge storm hit vietnam,NEG,others,[],not ironic
792,@jorgerodriguez7903,the person who was with the camera 😎,2024-09-15T03:35:26Z,person camera,NEU,others,[],not ironic
793,@PizzaBeastKingdom,"If you double tap a commnet, it automatically likes it. This I got to know today😂😂",2024-09-15T03:29:22Z,double tap commnet automatically like got know today,NEU,others,[],ironic
794,@Fire_pheonix_pogi_,the mr beast lab swarms is even in  philipines?,2024-09-15T03:15:48Z,mr beast lab swarm even philipines,NEU,others,[],not ironic
795,@TheRaphaPlayer,1:23 The Bag 😂,2024-09-15T03:03:26Z,bag,NEU,others,[],not ironic
796,@EduardoPaZ-k7n,Un buen video para terminar el dia 0:22,2024-09-15T02:55:32Z,un buen video para terminar el dia,NEU,others,[],not ironic
797,@ryanmcevoy1079,I have an option for your next video that is last to leave the haunted house wins $100K,2024-09-15T02:55:05Z,option next video last leave haunted house win k,NEU,others,[],not ironic
798,@TaraDey-v6w,Please next episode❤🎉🎉,2024-09-15T02:54:47Z,please next episode,NEU,others,[],not ironic
800,@KiiraGardiner-Beard,"heyy i live in nz(new zealand 
)",2024-09-15T01:29:36Z,heyy live nznew zealand,NEU,others,[],not ironic
801,@raspberry4538,5:05 SANTA VACA,2024-09-15T01:29:06Z,santa vaca,NEU,others,[],not ironic
803,@vivianacayetano7398,"I love you❤❤
👋👋👋",2024-09-15T00:50:24Z,love,POS,others,[],ironic
804,@RahulYadav-u8p9i,Best of luck @mrBeast,2024-09-15T00:45:02Z,best luck mrbeast,POS,others,[],ironic
805,@TomasGoes-qe1wd,"Hello Mrbeast, Tomás here is my dream and to have a house here in Portugal with my grandmother",2024-09-15T00:04:36Z,hello mrbeast tomas dream house portugal grandmother,NEU,others,[],not ironic
807,@mariselamaciel602,POV: you just started a Minecraft world,2024-09-14T22:31:30Z,pov started minecraft world,NEU,others,[],not ironic
